Case_num	Status	Details

1990200510	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200510, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200500	Case Was Rejected Because It Was Improperly Filed	On March 14, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200500, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 13, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. 
1990200490	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200490, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200480	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200480, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200470	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200470, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200460	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200460, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200450	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200450, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200440	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200440, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200430	Case Was Rejected Because It Was Improperly Filed	On March 14, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200430, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 13, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. 
1990200420	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200420, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200410	Case Was Approved	On May 22, 2019, we approved your Form I-539, Application To Extend/Change Nonimmigrant Status, Receipt Number YSC1990200410. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200400	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990200400, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200390	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200390, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200380	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200380, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200370	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200370, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200360	Case Was Received	On March 11, 2019, we received your Form I-539, Application To Extend/Change Nonimmigrant Status, Receipt Number YSC1990200360, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200350	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200350, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200340	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200340, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200330	Card Was Mailed To Me	On May 14, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200330, to the address you gave us.  If you do not receive your card by May 29, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990200320	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990200320, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200310	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990200310, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200300	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990200300, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200290	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990200290, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200280	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200280, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200270	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990200270, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200260	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200260, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200250	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200250, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200240	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200240, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200230	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200230, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200220	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200220, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200210	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200210, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200200	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200200, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200190	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200190, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200180	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200180, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200170	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200170, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200160	Request for Initial Evidence Was Mailed	On May 23, 2019, we mailed a request for initial evidence for your Form I-539, Application To Extend/Change Nonimmigrant Status, Receipt Number YSC1990200160.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by June 7, 2019, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990200150	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200150, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200140	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200140, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200130	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200130, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200120	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200120, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200110	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200110, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200100	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200100, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200090	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200090, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200080	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200080, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200070	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990200070, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200060	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990200060, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200050	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200050, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200040	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200040, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200030	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200030, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200020	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200020, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200010	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200010, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990200000	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990200000, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199990	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199990, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199980	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199980, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199970	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199970, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199960	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199960, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199950	Correspondence Was Received And USCIS Is Reviewing It	On May 23, 2019, we received your correspondence for Form I-765, Application for Employment Authorization, Receipt Number YSC1990199950. We are reviewing your correspondence, and will mail you a notice if we need something from you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199940	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990199940, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199930	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199930, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199920	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199920, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199910	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199910, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199900	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199900, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199890	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199890, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199880	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199880, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199870	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199870, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199860	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199860, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199850	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199850, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199840	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199840, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199830	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199830, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199820	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199820, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199810	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990199810, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199800	Case Was Received	On March 11, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990199800, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199790	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199790, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199780	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199780, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199770	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199770, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199760	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199760, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199750	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199750, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199740	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199740, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199730	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199730, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199720	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199720, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199710	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199710, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199700	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199700, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
